desc_bank_of_amsterdam;In Renaissance Europe, the currency of small states consisted in large part of the currencies of neighboring nations. In order to remedy this situation, a bank was founded in 1609 under the protection of the city of Amsterdam. This bank at first received both foreign and local coinage at their real, intrinsic value, deduced a small coinage and management fee, and credited clients in its book for the remainder.;Dans l'Europe de la Renaissance, la monnaie des petits États se composait, en grande partie, des devises des nations voisines. Pour remédier à cette situation, une banque fut fondée en 1609 sous la protection de la ville d'Amsterdam. Cette banque reçut, dans un premier temps, du monnayage étranger et local à sa valeur intrinsèque, après déduction d'une petite somme et des frais de gestion, et dont le reste fut crédité aux clients.;Im Europa der Renaissance bestand die Währung der kleineren Länder zum Großteil aus den Währungen der Nachbarstaaten. Um diese Situation zu ändern, wurde 1609 eine Bank unter dem Schutz der Stadt Amsterdam gegründet. Diese Bank erhielt zunächst sowohl fremde als auch lokale Münzen zu ihrem realen Wert, zog einen kleinen Betrag für Münzung und Bearbeitung ab und schrieb ihren Klienten den Rest in ihren Büchern als Kredite gut.;;En la Europa renacentista, la moneda de los estados pequeños se componía en gran medida de las divisas de las naciones vecinas. Para remediar tal situación, en 1609 se fundó un banco bajo la protección de la ciudad de Ámsterdam. Al principio, este banco recibía tanto moneda extranjera como local a su valor intrínseco real, deducía un pequeño cuño y los honorarios de administración y abonaba el resto en los asientos de sus clientes.;;;;;;;;;x;
india_trade_co;East India Trading Company;Compagne des Indes orientales;Ostindische Handelskompanie;;Compañía de las Indias Orientales;;;;;;;;;x;
desc_india_trade_co;The granting of a monopoly on trade with the East Indies has allowed our merchants to negotiate with a single voice, improving our trading deals. It also ensures we know exactly who is bring goods back, meaning we can get our tax better. ;L'octroi d'un monopole commercial dans les Indes orientales a permis à nos marchants de négocier d'une même voix, ce qui a renforcé nos accords commerciaux. Il nous a également permis de connaître avec précision le nom des personnes qui ramènent les marchandises de manière à mieux gérer les taxes qui en découlent. ;Die Vergabe eines Monopols für den Handel mit Ostindien hat es unseren Händlern erlaubt, mit einer einheitlichen Stimme zu verhandeln, was unsere Handelsverträge verbessert. Es stellt auch sicher, das wir genau wissen, wer Güter zurückbringt, was bedeutet, das wir unsere Steuern einfacher erhalten. ;;La concesión de un monopolio sobre el comercio con las Indias Orientales ha permitido a nuestros comerciantes negociar con una sola voz, lo cual ha mejorado los tratos comerciales. Ello también nos asegura que sepamos exactamente quién trae mercancías, lo que permite una mejor recaudación de los impuestos. ;;;;;;;;;x;
dutch_india_trade_co;Vereenigde Oost-Indische Compagnie;Compagnie Vereenigde Oost-Indische;Vereenigde Oost-Indische Compagnie;;Vereenigde Oost-Indische Compagnie;;;;;;;;;x;
desc_dutch_india_trade_co;VOC provided Dutch merchants with a single voice when it came to trade with the lucrative East Indian markets. This has improved our ability to negotiate trading concession and found bases to promote our trade.;La VOC a offert aux marchands hollandais la possibilité de parler d'une même voix pour ce qui est des lucratifs marchés des Indes orientales. Nous pouvons ainsi mieux négocier des concessions commerciales et poser les bases visant à promouvoir notre commerce.;VOC hat die Holländischen Händler mit einer einheitlichen Stimme ausgestattet, wenn es um den Handel mit den lukrativen Ostindischen Märkten geht. Das hat unsere Fähigkeit verbessert, Handelkonzessionen auszuhandeln und Basen zur Förderung unseres Handels zu errichten.;;La Compañía Holandesa de las Indias Orientales ha dotado de una sola voz a los comerciantes de los Países Bajos a la hora de comerciar en los lucrativos mercados de las Indias Orientales. Esto ha mejorado nuestra habilidad para negociar concesiones comerciales y para fundar las bases para promover el comercio.;;;;;;;;;x;
found_voc_title;Found Oost-Indische Compagnie;Compagne Oost-Indische fondée;Gründet die Oost-Indische Compagnie;;Fundar la Oost-Indische Compagnie;;;;;;;;;x;
found_voc_desc;A company of merchants are asking the States-General for a 21 year monopoly to carry out colonial activities in Asia. These areas are potentially very rich, but they need the monopoly because the risks are so high.;Une compagnie de marchands sollicite un monopole de 21 ans pour mener des activités coloniales en Asie. Ces régions sont potentiellement très riches, mais elle a besoin de ce monopole car les risques sont importants.;Eine Gesellschaft von Händlern fragen den Staaten-General nach einem 21-Jahr Monopol, um unsere kolonialen Aktivitäten in Asien durchzuführen. Diese Gebiete sind potenziell sehr reich, aber sie brauchen das Monopol, weil die Risiken so groß sind.;;Una compañía ha solicitado a los Estados Generales un monopolio de 21 años para llevar a cabo actividades coloniales en Asia. Estas zonas son potencialmente muy ricas, pero necesitan el monopolio porque los riesgos son muy elevados.;;;;;;;;;x;
EVTNAME9555;Parliamentary Problems;Problèmes parlementaires;Parlamentarische Probleme;;Problemas parlamentarios;;;;;;;;;x;
EVTDESC9555;$STATESMAN$ has been quite busy lately, proposing new changes, one after the other. Although you could argue that he's only doing his job, his constant interference and attitude of 'knowing it all' in any matter even remotely related to politics is causing quite a rift in our parliament, there are even those that think we would do better without him.;$STATESMAN$ a eu fort à faire récemment et a proposé de nouveaux changements, les uns après les autres. Certes, vous pouvez vous dire qu'il ne fait là que son travail, mais sa façon récurrente de toujours tout savoir et ce, dans tous les domaines, ne fait pas l'unanimité au parlement et certaines pensent qu'il serait préférable de se passer de lui.;$STATESMAN$ war in letzter Zeit sehr beschäftigt und hat eine neue Änderung nach der anderen vorgeschlagen. Obwohl man annehmen könnte, das er nur seinen Job macht, ruft seine konstante Einflussnahme und sein allwissendes Auftreten in allen Belangen, die auch nur ein wenig mit Politik zu tun haben, im Parlament einen ziemlichen Bruch hervor. Es gibt sogar jene die denken, das wir ohne ihn besser dran sein würden.;;$STATESMAN$ ha estado bastante ocupado últimamente, proponiendo nuevos cambios, uno tras otro. Aunque uno podría decir que no hacía más que su trabajo, su constante interferencia y su actitud de saberlo todo en cualquier asunto que pudiera estar remotamente relacionado con la política es la causa de una división en nuestro parlamento, incluso hay quien dice que estaríamos mejor sin él.;;;;;;;;;x;
EVTOPTA9555;Find someone to replace him;Trouvez quelqu'un pour le remplacer.;Findet jemand um ihn zu ersetzen;;Buscad a alguien que lo sustituya;;;;;;;;;x;
EVTOPTB9555;Give him another chance;Donnez-lui une nouvelle chance.;Gebt ihm noch eine Chance;;Dadle otra oportunidad;;;;;;;;;x;
EVTNAME9556;Heated Debates;Débats animés;Erhitze Debatten;;Debates acalorados;;;;;;;;;x;
EVTDESC9556;Some members of the parliament are having some concerns regarding our increasingly bad reputation, they are claiming that it's having a negative effect on our trade relations. This question has been raised numerous times in the past but not that many have thought it of any consequence. This time the matter is causing some really heated debates though, perhaps we should try to settle things before they get out of hand.;Certains membres du parlement s'inquiètent de notre mauvaise réputation croissante et estiment que cela a un effet négatif sur nos relations commerciales. Cette question a été maintes fois soulevée par le passé, mais peu ont été ceux à vraiment en mesurer les conséquences. Cette fois, elle soulève d'intenses débats et peut-être devrions-nous calmer les choses avant d'en perdre le contrôle.;Einige Mitglieder des Parlaments haben einige Bedenken wegen unseres immer schlechteren Rufes. Sie meinen das es einen negativen Effekt auf unsere Handelsbeziehungen hat. Diese Frage wurde in der Vergangenheit schon oft gestellt, aber die Wenigsten haben ihr große Konsequenzen zugerechnet. Dieses Mal ruft es jedoch einige hitzige Debatten hervor, vielleicht sollten wir versuchen, die Dinge zu klären, bevor sie aus dem Rahmen laufen.;;Algunos de los miembros del parlamento se muestran preocupados por nuestra creciente mala reputación. Afirman que ello está teniendo un efecto negativo en las relaciones comerciales. Esta cuestión ha surgido muchas veces en el pasado, pero no ha tenido mayores consecuencias. Aunque, en esta ocasión, el asunto está dando lugar a algunos debates acalorados. Quizá deberíamos asentar las cosas antes de que se salgan de madre.;;;;;;;;;x;
EVTOPTA9556;That is probably wise;Ce serait probablement sage.;Das ist wohl weise;;Eso sería sensato;;;;;;;;;x;
EVTOPTB9556;It's not really a problem;Ce n'est pas vraiment un problème.;Das ist nicht wirklich ein Problem;;No es un verdadero problema;;;;;;;;;x;
EVTNAME9557;Offense or Defense;Attaque ou défense;Offensive oder Defensive;;¿Ataque o defensa?;;;;;;;;;x;
EVTDESC9557;The ongoing war has lead to some serious conflicts in parliament. On the one side there are those arguing that there is nothing to be gained by allowing the war to drag on while others are convinced that there's no turning back. Unfortunately their inability to come to some sort of agreement does nothing to improve our current situation but rather the contrary.;La guerre en cours a donné lieux à d'importants conflits au parlement. D'un côté, il y a ceux qui pensent qu'il n'y a rien à espérer en laissant la guerre s'enliser et d'un autre, ceux qui sont convaincus qu'il n'est plus possible de reculer. Hélas, leur incapacité à trouver un accord n'améliorer en rien la situation... Bien au contraire.;Der derzeitige Krieg hat im Parlament schwere Konflikte hervorgerufen. Auf der einen Seite gibt es jene die meine, das durch das Fortsetzen des Krieges nichts erreicht werden könne, während die anderen meinen, das es kein Zurück gibt. Unglücklicherweise trägt ihre Unfähigkeit, zu einer Entscheidung zu kommen, nichts dazu bei, unsere Situation zu verbessern, eher das Gegenteil ist der Fall.;;La continuada guerra ha dado lugar a algunos conflictos serios en el parlamento. Por un lado están los que argumentan que no se gana nada permitiendo que la guerra se prolongue, mientras que otros están convencidos de que no hay vuelta atrás. Por desgracia, su incapacidad para llegar a algún tipo de acuerdo no ayuda en nada a mejorar nuestra actual situación, más bien al contrario.;;;;;;;;;x;
EVTOPTA9557;Offense is probably the only option;L'attaque est probablement la seule option.;Offensive ist wohl die einzige Option;;El ataque es quizá la única opción;;;;;;;;;x;
EVTOPTB9557;Defense sounds better at this stage;La défense semble plus appropriée, à ce stade.;Defensive klingt gerade besser;;En este momento, la defensa es lo mejor;;;;;;;;;x;
EVTNAME9558;Conflicting Opinions;Opinions conflictuelles;Unterschiedliche Ansichten;;Opiniones enfrentadas;;;;;;;;;x;
EVTDESC9558;It seems there is always a small group of the parliament that can't agree with the others. Regardless of the matter at hand this particular group always have a different opinion than everyone else.;Il semble qu'il existe toujours, au sein du parlement, un petit groupe incapable de se mettre d'accord avec les autres. Quel que soit le sujet, ce groupe affiche systématiquement une opinion différente.;Es scheint immer eine kleine Gruppe im Parlament zu geben, die nicht mit den anderen übereinstimmt. Unabhängig von dem eigentlichen Thema scheint diese Gruppe immer eine andere Meinung zu haben als anderen.;;Al parecer, siempre hay un pequeño grupo en el parlamento que no puede ponerse de acuerdo con los demás. Al margen del tema que se trate, este grupo particular siempre tiene una opinión diferente a la de todos los demás.;;;;;;;;;x;
EVTOPTA9558;It's probably best to leave things as they are;Il est probablement préférable de ne rien faire.;Es ist wohl am Besten alles beim Alten zu belassen;;Quizá sea mejor dejar las cosas como están;;;;;;;;;x;
EVTOPTB9558;Some restructuring might be needed;Une petite restructuration est peut-être nécessaire.;Etwas Restrukturierung könnte von Nöten sein;;Puede que sea necesaria alguna reestructuración;;;;;;;;;x;
POLICY_TRIGGER;$SLIDER$ $DIRECTION$ $VALUE$.\n;$SLIDER$ $DIRECTION$ $VALUE$.\n;$SLIDER$ $DIRECTION$ $VALUE$.\n;;$SLIDER$ $DIRECTION$ $VALUE$.\n;;;;;;;;;x;
EVTNAME9559;An infiltrator in Parliament;Un infiltré au parlement;Ein Infiltrator im Parlament;;Un infiltrado en el parlamento;;;;;;;;;x;
EVTDESC9559;There is a spy among us! Somehow a spy has managed to infiltrate our parliament and all of a sudden everyone is a suspect. We haven't managed to find out who sent him yet but since our relations with some of our neighbours are somewhat strained at the moment it was probably one of them.;Il y a un espion parmi nous ! Un espion a réussi à infiltrer notre parlement, faisant de chacun un suspect. Nous n'avons pas réussi à savoir qui l'a envoyé, mais nos relations avec certains de nos voisins étant quelque peu tendues actuellement, il est probable qu'il s'agisse de l'un d'entre eux.;Da ist ein Spion unter uns! Irgendwie hat es ein Spion geschafft, unser Parlament zu infiltrieren, und plötzlich ist jeder ein Verdächtiger. Wir haben noch nicht herausfinden können, wer ihn geschickt hat, aber unsere Beziehungen mit einigen Nachbarn sind im Moment etwas belastet, darum war es wohl einer von denen.;;¡Hay un espía entre nosotros! De algún modo, un espía ha logrado infiltrarse en el parlamento y de pronto todo el mundo se ha convertido en sospechoso. Aún no hemos logrado averiguar quién lo ha enviado pero, como las relaciones con algunos de nuestros vecinos son un tanto tensas, de momento es probable que haya sido uno de ellos.;;;;;;;;;x;
